Wavelength Scan - Scanning,,,,,,,,,,,
683.5,0.0109,0.045,0.0715,0.035,0.0369,0.0281,0.0438,0.0399,0.018,0.0448,0.0023
684,0.0106,0.0424,0.068,0.0345,0.0367,0.0265,0.042,0.0389,0.0179,0.0428,0.0023
684.5,0.0102,0.0402,0.065,0.0341,0.0364,0.0251,0.0404,0.038,0.0177,0.041,0.0023
685,0.0099,0.0378,0.0618,0.0336,0.0362,0.0236,0.0387,0.037,0.0175,0.0391,0.0023
685.5,0.0096,0.036,0.0594,0.0333,0.036,0.0224,0.0374,0.0362,0.0174,0.0376,0.0023
686,0.0093,0.0342,0.0571,0.0329,0.0358,0.0213,0.0362,0.0356,0.0172,0.0363,0.0023
686.5,0.0091,0.0324,0.0548,0.0326,0.0356,0.0203,0.035,0.0349,0.0171,0.035,0.0024
687,0.0088,0.0311,0.0531,0.0323,0.0355,0.0194,0.034,0.0344,0.0169,0.034,0.0023
687.5,0.0086,0.0294,0.051,0.032,0.0353,0.0184,0.0329,0.0337,0.0168,0.0328,0.0023
688,0.0084,0.0281,0.0494,0.0317,0.0351,0.0176,0.032,0.0332,0.0167,0.0318,0.0023
688.5,0.0083,0.0267,0.0478,0.0315,0.0349,0.0168,0.0311,0.0328,0.0166,0.0309,0.0023
689,0.0081,0.0256,0.0465,0.0312,0.0348,0.0161,0.0303,0.0323,0.0165,0.0301,0.0023
689.5,0.008,0.0247,0.0453,0.031,0.0347,0.0155,0.0297,0.0319,0.0164,0.0295,0.0023
690,0.0079,0.0236,0.0441,0.0308,0.0346,0.0149,0.0291,0.0316,0.0163,0.0288,0.0023
690.5,0.0078,0.0228,0.0432,0.0307,0.0345,0.0144,0.0286,0.0313,0.0163,0.0283,0.0023
691,0.0077,0.0218,0.0421,0.0305,0.0343,0.0139,0.0279,0.0309,0.0162,0.0276,0.0023
691.5,0.0075,0.0211,0.0412,0.0303,0.0342,0.0134,0.0274,0.0306,0.0161,0.0271,0.0023
692,0.0074,0.0203,0.0403,0.0301,0.034,0.0129,0.0269,0.0303,0.016,0.0266,0.0023
692.5,0.0074,0.0196,0.0396,0.03,0.0339,0.0126,0.0265,0.0301,0.0159,0.0262,0.0023
693,0.0073,0.019,0.0389,0.0299,0.0339,0.0122,0.0261,0.0299,0.0159,0.0258,0.0023
693.5,0.0072,0.0185,0.0383,0.0297,0.0337,0.0119,0.0257,0.0297,0.0158,0.0255,0.0023
694,0.0072,0.0179,0.0377,0.0296,0.0337,0.0116,0.0253,0.0294,0.0158,0.0252,0.0023
694.5,0.0071,0.0174,0.0371,0.0295,0.0336,0.0113,0.025,0.0292,0.0157,0.0248,0.0023
695,0.0071,0.017,0.0367,0.0293,0.0335,0.011,0.0247,0.029,0.0157,0.0246,0.0023
695.5,0.007,0.0164,0.0361,0.0292,0.0334,0.0107,0.0244,0.0288,0.0156,0.0243,0.0023
696,0.007,0.0161,0.0357,0.0291,0.0333,0.0106,0.0241,0.0287,0.0155,0.0241,0.0023
696.5,0.0069,0.0156,0.0352,0.029,0.0332,0.0103,0.0238,0.0285,0.0155,0.0238,0.0023
697,0.0068,0.0153,0.0348,0.0289,0.0331,0.01,0.0236,0.0284,0.0154,0.0236,0.0023
697.5,0.0068,0.0149,0.0344,0.0287,0.033,0.0098,0.0234,0.0282,0.0153,0.0233,0.0023
698,0.0067,0.0145,0.0339,0.0286,0.033,0.0096,0.0231,0.028,0.0153,0.0231,0.0023
698.5,0.0067,0.0142,0.0336,0.0285,0.0329,0.0094,0.0229,0.0279,0.0153,0.0229,0.0023
699,0.0067,0.0139,0.0332,0.0284,0.0329,0.0092,0.0227,0.0277,0.0152,0.0227,0.0023
699.5,0.0066,0.0136,0.0329,0.0283,0.0328,0.009,0.0225,0.0275,0.0152,0.0226,0.0023
700,0.0066,0.0133,0.0325,0.0282,0.0328,0.0089,0.0223,0.0274,0.0152,0.0224,0.0023
700.5,0.0066,0.013,0.0322,0.0281,0.0327,0.0087,0.0221,0.0273,0.0151,0.0222,0.0023
701,0.0066,0.0128,0.032,0.0281,0.0327,0.0085,0.0219,0.0272,0.0151,0.0221,0.0023
701.5,0.0065,0.0125,0.0317,0.028,0.0326,0.0084,0.0218,0.027,0.015,0.0219,0.0023
702,0.0065,0.0123,0.0315,0.028,0.0326,0.0083,0.0216,0.0269,0.0149,0.0218,0.0023
702.5,0.0064,0.012,0.0312,0.0279,0.0325,0.0081,0.0214,0.0267,0.0149,0.0217,0.0022
703,0.0064,0.0118,0.031,0.0278,0.0325,0.008,0.0213,0.0266,0.0148,0.0216,0.0022
703.5,0.0064,0.0116,0.0307,0.0277,0.0324,0.0078,0.0211,0.0265,0.0148,0.0214,0.0022
704,0.0063,0.0114,0.0305,0.0276,0.0323,0.0077,0.0209,0.0264,0.0147,0.0212,0.0022
704.5,0.0063,0.0112,0.0303,0.0276,0.0323,0.0076,0.0208,0.0263,0.0147,0.0211,0.0023
705,0.0063,0.011,0.03,0.0275,0.0322,0.0075,0.0207,0.0262,0.0147,0.021,0.0022
705.5,0.0063,0.0108,0.0298,0.0274,0.0322,0.0073,0.0206,0.0261,0.0147,0.0208,0.0023
706,0.0064,0.0106,0.0296,0.0274,0.0322,0.0072,0.0204,0.0259,0.0146,0.0207,0.0022
706.5,0.0064,0.0105,0.0294,0.0273,0.0321,0.0071,0.0203,0.0259,0.0146,0.0206,0.0022
707,0.0063,0.0103,0.0292,0.0273,0.032,0.007,0.0202,0.0257,0.0146,0.0205,0.0022
707.5,0.0063,0.0101,0.029,0.0271,0.032,0.0069,0.02,0.0257,0.0145,0.0204,0.0022
708,0.0062,0.0099,0.0288,0.0271,0.032,0.0068,0.0199,0.0256,0.0145,0.0203,0.0022
708.5,0.0062,0.0098,0.0287,0.027,0.0319,0.0067,0.0198,0.0255,0.0144,0.0201,0.0022
709,0.0062,0.0097,0.0285,0.027,0.0319,0.0066,0.0197,0.0254,0.0144,0.02,0.0022
709.5,0.0062,0.0095,0.0284,0.0269,0.0319,0.0065,0.0196,0.0254,0.0144,0.02,0.0022
710,0.0062,0.0094,0.0282,0.0269,0.0319,0.0064,0.0195,0.0253,0.0144,0.0199,0.0022
710.5,0.0061,0.0093,0.0281,0.0268,0.0318,0.0063,0.0193,0.0252,0.0143,0.0198,0.0021
711,0.0061,0.0092,0.0279,0.0268,0.0318,0.0062,0.0193,0.0251,0.0143,0.0197,0.0022
711.5,0.0061,0.0091,0.0278,0.0268,0.0317,0.0062,0.0192,0.0251,0.0143,0.0196,0.0022
712,0.006,0.009,0.0277,0.0267,0.0317,0.0061,0.0191,0.025,0.0143,0.0195,0.0022
712.5,0.006,0.0089,0.0275,0.0267,0.0317,0.006,0.019,0.0249,0.0143,0.0195,0.0022
713,0.0059,0.0087,0.0274,0.0266,0.0316,0.006,0.0189,0.0248,0.0142,0.0194,0.0022
713.5,0.006,0.0087,0.0272,0.0266,0.0316,0.0059,0.0188,0.0248,0.0142,0.0193,0.0022
714,0.006,0.0086,0.0271,0.0265,0.0315,0.0059,0.0188,0.0247,0.0142,0.0192,0.0022
714.5,0.0059,0.0085,0.027,0.0264,0.0314,0.0058,0.0187,0.0246,0.0142,0.0191,0.0022
715,0.0059,0.0084,0.0269,0.0264,0.0314,0.0058,0.0186,0.0245,0.0142,0.0191,0.0022
715.5,0.0059,0.0083,0.0268,0.0264,0.0313,0.0057,0.0185,0.0245,0.0141,0.019,0.0022
716,0.0059,0.0082,0.0267,0.0264,0.0312,0.0057,0.0184,0.0244,0.0141,0.019,0.0022
716.5,0.0057,0.0081,0.0265,0.0263,0.0312,0.0056,0.0184,0.0243,0.0141,0.0188,0.0021
717,0.0057,0.008,0.0265,0.0262,0.0311,0.0056,0.0183,0.0242,0.0141,0.0188,0.0021
717.5,0.0058,0.0079,0.0264,0.0263,0.0311,0.0056,0.0182,0.0242,0.0141,0.0188,0.0022
718,0.0057,0.0079,0.0263,0.0262,0.031,0.0055,0.0181,0.0241,0.0141,0.0187,0.0021
718.5,0.0057,0.0078,0.0262,0.0262,0.031,0.0055,0.0181,0.024,0.014,0.0186,0.0021
719,0.0057,0.0077,0.026,0.0262,0.0309,0.0055,0.018,0.024,0.014,0.0186,0.0021
719.5,0.0057,0.0077,0.026,0.0262,0.0308,0.0055,0.018,0.0239,0.014,0.0186,0.0021
720,0.0057,0.0076,0.0259,0.0261,0.0307,0.0055,0.0179,0.0238,0.014,0.0185,0.0021
720.5,0.0056,0.0075,0.0258,0.0261,0.0307,0.0054,0.0178,0.0237,0.0139,0.0184,0.0021
721,0.0055,0.0075,0.0258,0.0261,0.0307,0.0054,0.0178,0.0237,0.0139,0.0184,0.0021
721.5,0.0056,0.0075,0.0257,0.0261,0.0306,0.0055,0.0177,0.0237,0.014,0.0184,0.0021
722,0.0055,0.0074,0.0256,0.026,0.0305,0.0054,0.0176,0.0236,0.0139,0.0183,0.0021
722.5,0.0055,0.0073,0.0255,0.026,0.0305,0.0054,0.0176,0.0235,0.0139,0.0182,0.0021
723,0.0056,0.0073,0.0254,0.026,0.0305,0.0054,0.0175,0.0235,0.0139,0.0182,0.0021
723.5,0.0056,0.0072,0.0253,0.0259,0.0304,0.0054,0.0174,0.0234,0.0139,0.0182,0.0021
724,0.0055,0.0071,0.0253,0.0259,0.0304,0.0053,0.0174,0.0234,0.0139,0.0181,0.0021
724.5,0.0055,0.0071,0.0252,0.0259,0.0303,0.0054,0.0173,0.0233,0.014,0.0181,0.0021
725,0.0055,0.0071,0.0252,0.0259,0.0303,0.0054,0.0173,0.0233,0.0139,0.018,0.0021
725.5,0.0056,0.007,0.0251,0.0259,0.0303,0.0054,0.0173,0.0233,0.014,0.018,0.0021
726,0.0055,0.007,0.0251,0.0258,0.0302,0.0054,0.0172,0.0232,0.0139,0.0179,0.002
726.5,0.0055,0.007,0.025,0.0258,0.0302,0.0053,0.0172,0.0232,0.0139,0.0179,0.002
727,0.0055,0.0069,0.025,0.0258,0.0302,0.0053,0.0171,0.0232,0.0138,0.0179,0.0021
727.5,0.0055,0.0069,0.0249,0.0258,0.0301,0.0053,0.0171,0.0232,0.0139,0.0178,0.002
728,0.0055,0.0069,0.0249,0.0258,0.0301,0.0053,0.0171,0.0232,0.0139,0.0179,0.002
728.5,0.0056,0.0069,0.0249,0.0258,0.0301,0.0053,0.0171,0.0232,0.0139,0.0178,0.0021
729,0.0055,0.0069,0.0248,0.0258,0.03,0.0053,0.017,0.0231,0.014,0.0177,0.002
729.5,0.0055,0.0069,0.0248,0.0257,0.03,0.0052,0.0169,0.0231,0.0139,0.0177,0.002
730,0.0055,0.0068,0.0247,0.0256,0.03,0.0051,0.0169,0.023,0.0139,0.0176,0.002
730.5,0.0055,0.0068,0.0246,0.0256,0.03,0.005,0.0168,0.023,0.0139,0.0176,0.002
731,0.0054,0.0068,0.0245,0.0256,0.0299,0.005,0.0167,0.0229,0.0139,0.0175,0.002
731.5,0.0054,0.0067,0.0244,0.0255,0.0299,0.0049,0.0167,0.0228,0.0139,0.0174,0.002
732,0.0054,0.0067,0.0243,0.0255,0.0299,0.0049,0.0167,0.0228,0.0138,0.0173,0.002
732.5,0.0053,0.0066,0.0241,0.0254,0.0298,0.0048,0.0165,0.0227,0.0138,0.0172,0.002
733,0.0053,0.0065,0.024,0.0253,0.0297,0.0047,0.0165,0.0227,0.0137,0.0172,0.002
733.5,0.0053,0.0064,0.0239,0.0253,0.0297,0.0046,0.0164,0.0227,0.0137,0.0171,0.002
734,0.0053,0.0064,0.0238,0.0252,0.0297,0.0046,0.0164,0.0226,0.0137,0.017,0.002
734.5,0.0053,0.0064,0.0238,0.0252,0.0296,0.0046,0.0164,0.0226,0.0137,0.017,0.002
735,0.0051,0.0068,0.0233,0.0249,0.0297,0.0051,0.0166,0.0229,0.0139,0.0168,0.0024
735.5,0.005,0.0067,0.0232,0.0247,0.0297,0.005,0.0165,0.0228,0.0138,0.0166,0.0024
736,0.005,0.0067,0.0232,0.0247,0.0296,0.005,0.0165,0.0228,0.0138,0.0166,0.0024
736.5,0.0049,0.0066,0.0231,0.0245,0.0295,0.0049,0.0164,0.0227,0.0137,0.0165,0.0023
737,0.0049,0.0066,0.0231,0.0245,0.0295,0.0049,0.0163,0.0227,0.0137,0.0164,0.0023
737.5,0.0048,0.0066,0.023,0.0244,0.0294,0.0049,0.0163,0.0226,0.0137,0.0164,0.0023
738,0.0048,0.0066,0.023,0.0243,0.0294,0.0049,0.0163,0.0226,0.0136,0.0164,0.0023
738.5,0.0048,0.0066,0.0229,0.0243,0.0294,0.0049,0.0163,0.0226,0.0136,0.0163,0.0023
739,0.0047,0.0066,0.0229,0.0242,0.0293,0.0048,0.0162,0.0226,0.0136,0.0163,0.0023
739.5,0.0047,0.0065,0.0227,0.024,0.0293,0.0048,0.0161,0.0225,0.0135,0.0162,0.0022
740,0.0046,0.0065,0.0227,0.024,0.0292,0.0048,0.0161,0.0225,0.0135,0.0162,0.0023
740.5,0.0046,0.0064,0.0226,0.0239,0.0291,0.0047,0.016,0.0224,0.0134,0.016,0.0022
741,0.0046,0.0065,0.0225,0.0239,0.0292,0.0047,0.016,0.0224,0.0134,0.016,0.0022
741.5,0.0046,0.0065,0.0225,0.0238,0.0292,0.0047,0.016,0.0224,0.0134,0.016,0.0022
742,0.0046,0.0065,0.0224,0.0237,0.0292,0.0047,0.016,0.0224,0.0134,0.016,0.0022
742.5,0.0046,0.0065,0.0223,0.0236,0.029,0.0046,0.0159,0.0223,0.0134,0.016,0.0022
743,0.0046,0.0065,0.0222,0.0236,0.029,0.0046,0.0158,0.0223,0.0133,0.0159,0.0022
743.5,0.0046,0.0064,0.0221,0.0235,0.029,0.0045,0.0158,0.0222,0.0133,0.0159,0.0021
744,0.0048,0.0064,0.0221,0.0235,0.029,0.0045,0.0158,0.0221,0.0133,0.0159,0.0021
744.5,0.0057,0.0064,0.022,0.0234,0.029,0.0045,0.0157,0.0221,0.0132,0.0158,0.0021
745,0.0066,0.0063,0.0219,0.0233,0.0289,0.0044,0.0157,0.0221,0.0132,0.0158,0.0021
745.5,0.0068,0.0063,0.0219,0.0232,0.0289,0.0044,0.0157,0.022,0.0132,0.0158,0.0021
746,0.0069,0.0063,0.0218,0.0233,0.0289,0.0044,0.0156,0.022,0.0132,0.0158,0.0021
746.5,0.0071,0.0064,0.0217,0.0232,0.0289,0.0044,0.0156,0.0219,0.0132,0.0158,0.0021
747,0.007,0.0063,0.0217,0.0232,0.0289,0.0044,0.0156,0.0219,0.0132,0.0157,0.0021
747.5,0.0068,0.0063,0.0216,0.0232,0.0289,0.0044,0.0155,0.0218,0.0131,0.0157,0.0021
748,0.0068,0.0063,0.0215,0.0232,0.0288,0.0044,0.0155,0.0218,0.0131,0.0157,0.002
748.5,0.0063,0.0063,0.0215,0.0231,0.0288,0.0044,0.0154,0.0218,0.013,0.0156,0.002
749,0.0056,0.0063,0.0215,0.0232,0.0288,0.0044,0.0154,0.0219,0.013,0.0156,0.0021
749.5,0.0049,0.0063,0.0214,0.0232,0.0288,0.0043,0.0154,0.0221,0.013,0.0156,0.002
750,0.0049,0.0062,0.0214,0.0231,0.0287,0.0043,0.0153,0.0223,0.013,0.0156,0.0021
750.5,0.0049,0.0062,0.0213,0.0231,0.0287,0.0043,0.0153,0.0226,0.0129,0.0155,0.002
751,0.0049,0.0062,0.0213,0.0231,0.0286,0.0043,0.0152,0.023,0.0129,0.0155,0.002
751.5,0.0049,0.0062,0.0213,0.0231,0.0286,0.0043,0.0152,0.0236,0.0129,0.0154,0.002
752,0.0049,0.0061,0.0212,0.0231,0.0285,0.0043,0.0151,0.0241,0.0129,0.0154,0.002
752.5,0.005,0.0061,0.0212,0.0231,0.0285,0.0043,0.0151,0.0247,0.0129,0.0154,0.002
753,0.0049,0.0061,0.0212,0.0231,0.0285,0.0043,0.0151,0.0252,0.0129,0.0153,0.002
753.5,0.0049,0.006,0.0211,0.0232,0.0284,0.0042,0.015,0.0258,0.0129,0.0153,0.002
754,0.0049,0.006,0.021,0.0232,0.0283,0.0042,0.0149,0.0262,0.0128,0.0152,0.002
754.5,0.0049,0.0061,0.021,0.0232,0.0282,0.0042,0.0149,0.0265,0.0128,0.0152,0.0019
755,0.0049,0.0061,0.021,0.0233,0.0282,0.0042,0.0148,0.0268,0.0128,0.0152,0.002
755.5,0.0049,0.006,0.021,0.0234,0.0282,0.0042,0.0148,0.027,0.0128,0.0152,0.002
756,0.0049,0.006,0.021,0.0235,0.0281,0.0041,0.0148,0.0271,0.0127,0.0151,0.002
756.5,0.0048,0.006,0.0209,0.0236,0.028,0.0041,0.0147,0.0271,0.0127,0.0151,0.0019
757,0.0048,0.0059,0.021,0.0237,0.028,0.0041,0.0147,0.0272,0.0127,0.015,0.0019
757.5,0.0047,0.0059,0.0209,0.0239,0.0279,0.004,0.0147,0.0271,0.0127,0.015,0.0019
758,0.0048,0.0059,0.0209,0.0241,0.028,0.004,0.0147,0.0271,0.0126,0.015,0.0019
758.5,0.0048,0.0059,0.0209,0.0243,0.028,0.0041,0.0146,0.027,0.0127,0.015,0.0019
759,0.0047,0.0058,0.0208,0.0243,0.0281,0.004,0.0145,0.0266,0.0126,0.0149,0.0019
759.5,0.0047,0.0059,0.0208,0.0244,0.0281,0.0041,0.0145,0.0264,0.0126,0.0149,0.0019
760,0.0047,0.0059,0.0208,0.0245,0.0282,0.004,0.0145,0.026,0.0126,0.0149,0.0019
760.5,0.0046,0.0058,0.0208,0.0245,0.0282,0.004,0.0144,0.0256,0.0126,0.0148,0.0019
761,0.0046,0.0058,0.0208,0.0245,0.0282,0.004,0.0144,0.0252,0.0126,0.0148,0.0019
761.5,0.0046,0.0058,0.0207,0.0245,0.0282,0.0039,0.0143,0.0248,0.0125,0.0148,0.0018
762,0.0046,0.0058,0.0208,0.0244,0.0284,0.0039,0.0143,0.0244,0.0125,0.0148,0.0019
762.5,0.0046,0.0058,0.0208,0.0242,0.0284,0.0038,0.0142,0.024,0.0125,0.0148,0.0018
763,0.0046,0.0057,0.0208,0.0241,0.0284,0.0037,0.0142,0.0236,0.0125,0.0148,0.0018
763.5,0.0045,0.0057,0.0208,0.0241,0.0284,0.0038,0.0142,0.0233,0.0125,0.0148,0.0018
764,0.0045,0.0058,0.0208,0.0241,0.0285,0.0038,0.0142,0.0229,0.0125,0.0148,0.0018
764.5,0.0046,0.0057,0.0208,0.024,0.0285,0.0039,0.0141,0.0226,0.0124,0.0147,0.0018
765,0.0046,0.0057,0.0209,0.0241,0.0286,0.004,0.0141,0.0223,0.0124,0.0147,0.0018
765.5,0.0045,0.0057,0.0209,0.024,0.0285,0.0042,0.0141,0.022,0.0124,0.0147,0.0018
766,0.0044,0.0057,0.021,0.024,0.0284,0.0043,0.014,0.0218,0.0123,0.0147,0.0018
766.5,0.0043,0.0057,0.0209,0.0239,0.0283,0.0044,0.014,0.0215,0.0123,0.0147,0.0018
767,0.0043,0.0057,0.021,0.0238,0.0284,0.0046,0.014,0.0213,0.0123,0.0147,0.0018
767.5,0.0041,0.0057,0.021,0.0238,0.0283,0.0046,0.014,0.0212,0.0123,0.0147,0.0018
768,0.004,0.0057,0.0211,0.0237,0.0282,0.0046,0.014,0.0211,0.0123,0.0147,0.0018
768.5,0.0039,0.0057,0.021,0.0235,0.028,0.0045,0.0139,0.021,0.0122,0.0146,0.0017
769,0.0039,0.0057,0.021,0.0234,0.0278,0.0044,0.014,0.0209,0.0122,0.0146,0.0017
769.5,0.0038,0.0057,0.0211,0.0232,0.0277,0.0043,0.014,0.0209,0.0122,0.0146,0.0018
770,0.0036,0.0056,0.021,0.0231,0.0274,0.0042,0.0139,0.0209,0.0122,0.0146,0.0017
770.5,0.0036,0.0057,0.021,0.023,0.0273,0.0042,0.0139,0.021,0.0122,0.0145,0.0017
771,0.0035,0.0057,0.0211,0.0229,0.0272,0.0041,0.0138,0.021,0.0122,0.0145,0.0017
771.5,0.0035,0.0057,0.021,0.0228,0.0272,0.004,0.0138,0.0211,0.0122,0.0143,0.0017
772,0.0036,0.0057,0.0211,0.0227,0.0272,0.0039,0.0138,0.0212,0.0122,0.0143,0.0017
772.5,0.0036,0.0056,0.0211,0.0227,0.0273,0.0038,0.0137,0.0214,0.0123,0.0143,0.0017
773,0.0037,0.0057,0.0212,0.0227,0.0275,0.0038,0.0137,0.0216,0.0123,0.0143,0.0017
773.5,0.0038,0.0056,0.0212,0.0227,0.0277,0.0036,0.0137,0.0217,0.0123,0.0142,0.0017
774,0.0039,0.0057,0.0212,0.0227,0.0281,0.0037,0.0137,0.022,0.0123,0.0142,0.0017
774.5,0.0038,0.0056,0.0213,0.0227,0.0286,0.0037,0.0136,0.0224,0.0125,0.0141,0.0017
775,0.0038,0.0056,0.0213,0.0227,0.0286,0.0037,0.0136,0.0224,0.0125,0.0141,0.0017